time[h],concentration[ng/ml]
0.25,6.62233353
0.33,33.6201324
0.5,37.12994
0.75,41.3257675
1.0,43.4608345
1.5,49.46602
2.0,31.94598
3.0,23.2520123
4.0,13.7434206
6.0,6.558781
8.0,3.204098
