time[h],concentration[ng/ml]
0.08,102.065132
0.16,90.58138
0.25,81.97501
0.33,73.37115
0.5,64.77959
0.75,59.06761
1.0,51.2194748
1.5,39.1042023
2.0,32.72801
3.0,19.2670918
4.0,12.650589
6.0,6.18778038
8.0,4.396125
