time[h],concentration[ng/ml]
0.25,55.04765
0.5,46.86184
0.75,36.1899452
1.0,28.7152
1.5,24.77761
2.0,18.70915
3.0,11.18979
4.0,8.289148
5.0,5.743158
6.0,4.26289
