time[h],concentration[ng/ml]
0.25,54.13523
0.5,42.52526
1.0,28.69672
1.5,20.57709
2.0,15.95714
3.0,10.76871
4.0,8.157839
5.0,5.731124
6.0,4.961835
7.0,4.56153
