time[h],concentration[ng/ml]
0.0,0.5
0.17,38.25684
0.33,29.78061
0.5,24.17237
0.75,20.1737
1.0,16.14934
1.5,12.40241
2.0,9.792785
2.5,8.290794
3.0,6.546547
4.0,4.692026
6.0,2.620178
9.0,1.548889
12.0,0.9029115
24.0,0.2121431
