time[h],concentration[ng/ml]
0.25,162.0
0.5,139.0
0.75,110.0
1.0,99.0
1.5,79.0
2.0,75.0
3.0,59.0
4.0,46.0
5.0,36.0
6.0,26.0
8.0,14.0
10.0,8.0
12.0,4.0
