time[h],concentration[ng/ml]
0.25,52.0
0.5,82.0
0.75,59.0
1.0,45.0
1.5,36.0
2.0,23.0
3.0,16.0
4.0,11.0
5.0,6.0
6.0,4.0
8.0,2.0
10.0,2.0
12.0,2.0
