time[h],concentration[ng/ml]
0.25,953.0
0.5,450.0
0.75,285.0
1.0,259.0
1.5,209.0
2.0,165.0
3.0,105.0
4.0,87.0
5.0,42.0
6.0,34.0
8.0,19.0
10.0,10.0
12.0,10.0
