time[h],concentration[ng/ml]
0.25,28.18395
0.5,37.39651
0.75,32.42463
1.0,26.03431
1.5,25.48744
2.0,19.97632
3.0,11.25846
4.0,7.86034775
5.0,5.171166
6.0,4.432637
