time[h],concentration[ng/ml]
0.0,0.05
0.25,27.39353
0.5,29.0971
0.75,24.87223
1.0,21.32879
1.5,16.62692
2.0,14.5826206
3.0,9.67632
4.0,6.609881
5.0,4.633731
6.0,3.884157
