time[h],concentration[ng/ml]
0.0,1.0
0.5,25.10122
1.0,47.3684235
1.5,53.84615
2.0,54.25101
3.0,45.74899
4.0,27.12551
5.0,18.6234818
6.0,14.5749
8.0,8.906882
10.0,6.477733
