time[h],concentration[µg/l]
0.0,0.05
0.33,0.1854545
0.67,0.76
1.0,1.101818
1.5,1.090909
2.0,0.8836364
2.5,0.7927273
3.0,0.7236364
4.0,0.5127273
6.0,0.32
