time[h],concentration[µg/l]
0.0,0.05
0.25,0.1894441
0.33,0.4322337
0.5,2.063891
0.67,2.230672
1.0,2.989258
1.5,2.502833
2.0,1.659718
3.0,0.9829192
4.0,0.7615297
6.0,0.5312871
