time[h],concentration[µg/l]
0.0,0.05
0.33,0.4054358
0.6,1.548939
1.0,2.180565
1.5,2.181548
2.0,1.896844
2.5,1.659732
3.0,1.315476
4.0,0.948422134
6.0,0.6309804
