time[h],concentration[µg/l]
0.25,0.4242778
0.5,2.428127
0.75,3.339635
1.0,3.543882
1.5,3.009331
2.0,2.521939
3.0,1.900782
4.0,1.334645
5.0,1.012114
6.0,0.8546124
8.0,0.8146682
12.0,0.68762
16.0,0.709893
24.0,0.6129679
