time[h],concentration[µg/l]
0.03,63.8000031
0.07,35.5
0.1,30.2000027
0.13,21.0
0.17,16.4
0.23,17.3
0.3,13.9
0.37,11.4
0.5,8.57
0.75,7.06
1.0,5.74
2.0,2.79
3.0,1.94999993
4.0,1.64
5.0,1.07
8.0,0.86
12.0,0.6
16.0,0.59
24.0,0.58
36.0,0.38
48.0,0.29
72.0,0.23
96.0,0.22
