time[h],concentration[µg/l]
0.166666672,0.1415608
0.333333343,1.404719
0.5,2.319419
0.6666667,2.656987
0.8333333,2.809437
1.0,2.76588
1.25,2.689655
1.5,2.591651
2.0,2.025408
2.5,1.676951
3.0,1.448276
4.0,1.07804
6.0,0.6098003
8.0,0.3484573
10.0,0.2940109
12.0,0.2504537
