time[h],concentration[µg/l]
1.33,6.150042
1.67,8.136418
2.0,9.097934
2.5,3.12008
3.0,1.797107
3.5,1.264172
4.0,0.987521648
5.0,0.8398067
6.0,0.6707942
7.0,0.6298414
9.0,0.6121024
13.0,0.4911602
25.0,0.5191348
49.0,0.2795341
73.0,0.2595674
97.0,0.2396007
