time[h],concentration[µmol/l]
1.333,0.0003072222
1.667,0.0009063333
2.0,0.00108825
2.5,0.00101375
3.0,0.0007511667
3.5,0.0006393333
4.0,0.0006048334
5.0,0.0004838333
6.0,0.00042
7.0,0.00035425
9.0,0.000283
11.0,0.0002431667
13.0,0.0001983333
25.0,0.00021325
37.0,0.0001338833
48.0,0.0001278833
72.0,0.00011285
