time[h],concentration[mg/l]
288.4167,0.0193
288.5833,0.01444
288.9167,0.00956
289.25,0.00655
289.75,0.00426
290.25,0.00324
291.25,0.00217
292.25,0.00168
293.25,0.00143
294.25,0.00127
295.25,0.00123
296.25,0.00116
298.25,0.0011
312.25,0.00089
318.25,0.00073
336.25,0.0006
342.25,0.00045
360.25,0.00037
