time[h],concentration[µg/l]
0.0,0.05
0.17,1.49479
0.33,3.77226067
0.5,4.606188
0.58,4.971038
0.67,4.970594
0.75,4.865804
1.0,4.377601
1.25,3.715528
1.5,3.244676
2.0,2.442223
3.0,1.602445
5.0,0.966438353
7.0,0.7303871
