time[h],concentration[µg/l]
0.17,0.05
0.25,0.472934037
0.33,0.6448919
0.42,0.8254568
0.5,1.014605
0.67,1.496003
0.83,1.749727
1.0,1.737136
1.25,1.724671
1.5,1.634887
2.0,1.098811
3.0,0.6795672
5.0,0.3049927
