time[h],concentration[µg/l]
0.33,0.2244461
0.67,0.9411999
1.0,1.079492
1.5,0.9623109
2.0,0.8143604
2.5,0.7094911
3.0,0.5861602
4.0,0.4348746
6.0,0.2646154
