time[h],concentration[µg/l]
0.0,0.05
0.17,12.24057
0.33,18.53773
0.5,24.55189
0.58,16.48585
0.67,14.08019
0.75,12.09906
1.0,8.278302
1.25,6.438679
1.5,5.165094
2.0,3.60849
3.0,1.910377
5.0,1.20283
7.0,1.061321
