time[h],concentration[µg/l]
0.0,30.8506279
0.17,13.79807
0.25,10.63935
0.33,8.621531
0.5,6.899382
0.67,5.387041
0.83,4.002532
1.0,3.163985
1.25,2.380284
1.5,1.725351
2.0,1.17583
3.0,0.8114693
4.0,0.6260177
6.0,0.3459322
8.0,0.3776397
10.0,0.3062658
12.0,0.2742608
24.0,0.1702875
48.0,0.1362726
