time[h],concentration[mg/l]
143.983337,0.001005272
144.25,0.002214411
144.5,0.002924429
145.0,0.00287522
145.5,0.002594025
146.0,0.002453427
148.0,0.001764499
150.0,0.001265378
152.0,0.001321617
156.0,0.00114587
167.983337,0.0009537511
168.0,0.0009490334
