time[h],concentration[µg/l]
0.0,0.05
0.33,0.32
0.67,0.9781818
1.0,1.109091
1.5,0.9309091
2.0,0.76
2.5,0.68
3.0,0.6290909
4.0,0.44
6.0,0.28
