time[h],concentration[µg/l]
0.25,1.239077
0.5,3.74165487
0.75,4.531495
1.0,4.731976
1.25,4.342869
1.5,3.589078
1.75,3.368392
2.0,2.979286
2.5,2.566326
3.0,2.237578
3.5,1.908715
4.0,1.636106
5.0,1.174644
5.5,0.958518
6.0,0.9101291
7.0,0.8138071
