time[h],concentration[µg/l]
1.0,2.21
2.0,2.87
3.0,2.63
3.25,1.84
3.5,1.45
3.75,1.19
4.0,0.979999959
5.0,0.6
6.0,0.48999998
7.0,0.45
11.0,0.34
27.0,0.23
51.0,0.13
75.0,0.0875
99.0,0.0375
