time[h],concentration[µg/l]
0.17,4.722863
0.33,5.59142
0.5,6.408367
0.75,8.417402
1.0,10.16156
1.5,3.414212
2.0,2.25345
3.0,1.323382
4.0,0.8185901
8.0,0.7145726
24.0,0.4068934
48.0,0.3046044
