time[h],concentration[µmol/l]
0.0,0.000100000005
24.0,0.000428243919
48.0,0.0005331787
96.0,0.0007863194
144.0,0.00091728993
192.0,0.0009377459
240.0,0.000930669
264.0,0.0009764208
288.0,0.001227185
336.0,0.00142519
384.0,0.00154824
432.0,0.00174219708
480.0,0.001829723
