time[h],concentration[µg/l]
0.25,0.3450855
0.5,1.13782
0.75,1.496795
1.0,1.571581
1.5,1.706197
2.0,1.489316
2.5,1.429487
3.0,1.235043
4.0,0.9732907
6.0,0.599359
9.0,0.3899573
12.0,0.3301282
16.0,0.3226496
