time[h],concentration[µg/l]
0.25,4.21
0.5,5.88
0.75,6.8
1.0,6.36
1.25,3.47
1.5,2.53
1.75,1.93
2.0,1.57
3.0,0.86
4.0,0.69
5.0,0.48999998
9.0,0.4
25.0,0.22
49.0,0.14
73.0,0.083
97.0,0.058
