time[day(s)],concentration[mg/l]
0.009983027,0.266323447
0.0200086068,0.3262904
0.0304451324,0.459222347
0.0420670733,0.5471658
0.0868831,0.6217974
0.125989676,0.270136416
0.167150959,0.1951464
0.208278209,0.103898272
0.247452885,0.0830990747
