time[day(s)],concentration[mg/l]
20.9990788,0.0490113273
21.01059,0.0592509136
21.0313072,0.843868852
21.0405159,0.86089164
21.080801,0.5831961
21.12454,0.368403137
21.1671257,0.287014723
21.251152,0.192501232
