time[h],concentration[µmol/l]
0.500938952,1.79862881
0.902558446,7.61488533
2.09303451,10.5808487
2.99884939,9.342534
3.9019506,7.44104147
4.98795176,6.175153
6.073952,5.12462
9.071173,4.6111784
12.0564547,2.636037
16.1320782,1.47484136
24.0247154,0.7893351
