time[h],concentration[mg/l]
0.0,0.009788137
0.159616932,0.07814594
0.314555824,0.08796742
0.4924196,0.128914148
0.768301964,0.09895823
0.9953954,0.0989088342
1.51069093,0.06873665
1.99000716,0.04937409
