time[h],concentration[mg/l]
0.0833333358,0.95
0.166666672,0.66
0.333333343,0.48
0.5,0.39
0.75,0.34
1.0,0.26000002
1.5,0.16
2.0,0.1
3.0,0.05
4.0,0.02
