time[h],concentration[ng/ml]
648.0,89.93
650.0,79.8699951
652.0,100.0
654.0,94.97
656.0,94.09
660.0,73.3
672.0,66.2999954
678.0,52.3
704.0,20.1300011
720.0,10.28
