time[h],concentration[ng/ml]
1.0,3.418367
2.0,9.897959
3.0,11.73469
4.0,15.4591808
6.0,15.86735
8.0,14.18367
10.0,12.2449
12.0,9.846939
16.0,8.77551
24.0,5.816327
32.0,4.795918
48.0,2.704082
