time[h],concentration[ng/ml]
1.9,0.420000017
3.03,1.28
4.02,5.69
5.0,8.28
6.01,8.68
7.02999973,8.559999
8.06,8.059999
10.08,9.73
12.12,9.03
24.06,5.32
32.04,3.22
48.11,1.09
