time[h],concentration[ng/ml]
3.0,1.34111261
4.0,14.0300989
5.0,14.44275
6.0,14.6834612
7.0,14.0988741
8.0,13.0672493
9.0,12.5858259
10.0,12.4826612
12.0,12.0012379
24.0,7.70279932
32.0,4.848637
48.0,2.51028728
