time[h],concentration[ng/ml]
1.86,0.64
3.05,3.56000018
4.07,10.12
5.04,16.67
6.06,16.95
7.08999968,15.9500008
8.01,13.88
10.05,13.29
12.1,11.58
24.04,6.72000027
32.0,4.46
48.07,1.56000006
