time[h],concentration[ng/ml]
0.25,6.273764
0.5,11.78707
0.8,14.40114
1.0,17.25285
1.3,12.02471
1.5,11.45437
2.0,14.87643
2.5,12.1673
3.0,10.78897
4.0,10.40874
6.0,9.64829
8.0,8.65019
12.0,7.176806
16.0,5.418251
24.0,3.659696
32.0,2.23384
48.0,0.9505703
