time[h],concentration[ng/ml]
47.917,19.5050011
48.5,42.555
49.0,52.98
50.0,50.2
51.0,45.31
52.0,41.7
54.0,33.805
56.0,28.79
58.0,23.67
59.917,19.6950016
71.917,21.65
72.5,46.96
72.917,56.0650024
