time[h],concentration[ng/ml]
0.08333334,1169.86
0.1666667,575.615
0.25,306.802
0.3333333,257.382
0.5833333,194.124
0.8333333,169.455
1.08333313,125.468
1.58333313,109.458992
2.083333,99.2346039
3.083333,72.7886047
4.083333,46.7758
6.083333,28.0273
7.083333,23.8658
9.083333,19.1246
11.08333,15.7066
12.08333,12.8897991
