time[h],concentration[ng/ml]
47.917,6.67578936
48.5,39.498
49.0,44.3850021
50.0,33.515
51.0,25.775
52.0,20.74
54.0,12.7809992
56.0,9.617499
58.0,7.47750044
59.917,6.17611074
71.917,7.885001
72.5,45.2725
72.917,47.09
