time[h],concentration[ng/ml]
0.5,0.01167419
1.0,0.02631286
1.5,0.02843031
2.0,0.03071814
3.0,0.02253934
4.0,0.01530643
6.0,0.008240744
8.0,0.004793716
12.0,0.001501311
