time[h],concentration[ng/ml]
0.5022,23.0659981
0.7433,43.848
1.002,45.3630028
1.4948,45.572998
1.9987,44.11
2.4957,43.684
2.9995,43.605
3.995,39.802
5.9956,32.2399979
8.0044,26.036
10.9989,20.0159988
15.0038,12.96
30.0041,4.63499975
