time[h],concentration[ng/ml]
0.0333,339.58
0.16670002,135.57
0.25,55.034
0.5,36.566
0.75,28.12
1.0,24.714
1.5,17.981
2.0,13.189
3.0,11.926
4.0,9.5676
5.0,6.282
