time[h],concentration[ng/ml]
48.0,61.0999947
48.5,70.9
49.0,199.2
49.5,179.4
50.0,155.0
51.0,175.0
52.0,142.4
54.0,88.3
56.0,65.0
58.0,47.9
60.0,39.4
64.0,26.3
72.0,15.9
