time[h],concentration[ng/ml]
0.2166667,204.097
0.3,111.115
0.3416667,83.0373
0.3833333,76.5629959
0.4666667,65.92349
0.7166666,49.9759026
0.9666666,45.1357
1.216667,39.4870033
1.716667,30.6092014
2.216667,28.1778
2.716667,22.0171986
3.216667,20.8241024
4.216667,16.0143013
5.216667,11.4824991
6.216667,9.21809
8.216666,6.23147
9.216666,5.64588976
10.21667,4.49658
11.21667,3.72068
13.21667,2.88876
14.21667,2.88417
