time[h],concentration[ng/ml]
0.4994,25.4900017
0.9626,57.399
1.54490006,49.293
1.9956,38.977
3.0359,28.831
4.0598,21.734
5.9954,11.558
8.035399,7.803
10.0128,5.24
12.0663,3.302
15.0309,2.65099978
24.0606,1.99900007
