time[h],concentration[ng/ml]
168.0,40.43716
168.5,77.04918
169.0,121.3115
169.5,139.8907
170.0,146.4481
171.0,156.2841
172.0,144.2623
173.0,157.377
174.0,145.9016
176.0,122.9508
178.0,101.0929
180.0,78.14207
192.0,21.89781
200.0,6.569343
