time[h],concentration[ng/ml]
0.5,11.7300005
1.0,27.35
1.5,24.5299988
2.0,21.6300011
3.0,21.23
4.0,15.4199991
6.0,10.01
8.0,5.95000029
12.0,3.87999988
24.0,1.77
