time[h],concentration[ng/ml]
0.33,72.54369
0.5,27.33981
0.75,19.1068
1.0,15.2233
1.5,11.18447
2.0,8.54369
3.0,5.592233
4.0,4.194175
6.0,2.485437
8.0,2.019418
10.0,1.553398
12.0,1.242718
14.0,0.9320388
