time[h],concentration[ng/ml]
48.17,1.273073
48.33,54.42658
48.5,88.13258
48.75,93.31271
49.0,168.8972
49.5,140.8194
50.0,101.2364
51.0,60.69596
52.0,38.46138
54.0,21.94651
56.0,13.99261
58.0,9.43155
60.0,7.93594
