time[h],concentration[ng/ml]
25.0,54.50104
25.5,85.15022
26.0,74.92451
26.5,67.37442
27.0,60.55465
28.0,51.29431
29.0,41.79105
30.0,35.69412
31.0,29.5972
32.0,26.4196
42.0,28.9531
