time[h],concentration[ng/ml]
0.5,0.3012948
1.0,0.7927927
1.5,0.8903891
2.0,0.8240743
3.0,0.5817091
4.0,0.4436688
6.0,0.3012948
8.0,0.196842
12.0,0.08082822
