time[h],concentration[mg/l]
0.25,0.4293597
0.5,0.4158913
0.75,0.3392883
1.0,0.2757995
1.25,0.24269408
1.5,0.2378966
1.75,0.2087913
2.0,0.2162071
2.5,0.1515976
3.0,0.1317532
5.0,0.1252465
6.0,0.1088576
8.0,0.06680758
9.0,0.05413678
11.0,0.0459572
12.0,0.04037307
14.0,0.03340418
15.0,0.02719752
24.0,0.01435707
