time[h],concentration[ng/ml]
1.5,3.414634
2.0,6.260163
2.5,10.81301
3.0,14.79675
4.0,23.90244
6.0,53.49593
7.0,50.0813
8.0,44.95935
10.0,39.26829
11.0,43.25203
12.0,47.23577
14.0,44.95935
16.0,34.14634
24.0,32.43903
