time[h],concentration[mg/l]
0.25,0.0026
0.5,0.0087
0.75,0.0169999991
1.0,0.0471
1.5,0.0781
2.0,0.0902
3.0,0.0878
4.0,0.0678
6.0,0.0418
8.0,0.0316
10.0,0.0178
12.0,0.0109
