time[h],concentration[µmol/l]
0.5,0.000750511535
1.0,0.001992636
1.5,0.00238981377
2.0,0.00268694037
2.5,0.00298411283
3.0,0.003381199
4.0,0.00458248053
5.0,0.00428564847
6.0,0.00288263
8.0,0.00187449425
