time[h],concentration[µg/ml]
1.0,4.4
1.5,5.68
2.0,5.02
3.0,4.4
4.0,3.59
5.0,2.8
6.0,1.95999992
7.0,1.46
8.0,1.18
9.0,0.85
10.0,0.96
